242,1,3,10,45,435
243,0,5,1,14,307
244,1,4,5,98,593
245,0,4,17,9,251
246,1,1,18,89,201
247,1,1,4,83,94
248,1,1,25,78,169
249,1,5,2,85,3
250,0,0,2,27,560
251,0,2,22,60,390
252,1,0,24,62,491
253,0,5,13,85,466
254,0,1,20,120,30
255,0,0,12,50,136
256,0,0,20,66,143
257,1,2,17,96,201
258,0,2,20,26,486
259,0,2,11,6,383
260,0,0,1,25,425
261,0,5,25,51,519
262,0,1,14,100,391
263,1,0,14,38,552
264,0,4,16,118,417
265,0,3,4,23,488
266,1,2,9,125,321
267,1,2,18,7,598
268,1,2,7,85,185
269,0,2,8,67,601
270,1,1,21,17,338
271,0,3,14,119,478
272,1,0,6,36,272
273,1,0,11,56,6
274,1,4,23,20,500
275,1,2,2,1,191
276,1,1,10,2,276
277,0,2,13,28,290
278,1,0,9,70,304
279,1,4,24,35,272
280,1,3,13,74,550
281,1,1,2,83,511
282,0,4,22,107,123
283,0,0,17,117,483
284,0,1,14,112,229
285,0,1,0,84,413
286,0,4,15,102,400
287,0,1,9,47,334
288,0,1,0,45,472
289,1,2,14,76,220
290,1,3,25,6,229
291,1,3,24,16,215
292,1,4,0,0,70
293,0,4,22,66,236
294,0,5,8,121,128
295,0,0,10,123,419
296,1,0,10,25,616
297,0,3,10,91,624
298,0,2,7,66,6
299,1,1,11,17,170
300,0,1,14,115,227
301,0,5,7,103,409
302,1,5,24,91,320
303,1,4,5,112,288
304,1,3,3,72,279
305,0,2,6,19,129
306,0,1,4,123,191
307,1,1,12,107,182
308,0,4,24,64,603
309,0,5,11,87,250
310,1,5,12,49,93
311,1,0,4,39,202
312,0,2,0,39,9
313,0,0,3,97,33
314,1,1,19,10,212
315,1,1,8,36,619
316,0,3,19,115,171
317,0,1,24,46,590
318,0,4,22,118,400
319,1,1,0,24,233
320,1,4,2,123,500
321,1,0,10,65,422
322,1,5,6,58,257
323,1,1,0,102,341
324,1,2,10,68,125
325,0,0,23,54,262
326,0,2,2,89,97
327,1,2,18,87,111
328,1,5,4,98,53
329,1,4,21,2,590
330,0,3,1,10,346
331,0,3,22,94,46
332,1,2,9,54,383
333,1,2,11,13,498
334,0,5,24,67,595
335,0,3,19,16,221
336,0,2,4,93,146
337,0,4,4,123,372
338,1,2,0,50,225
339,0,2,8,5,10
340,0,3,23,28,370
341,1,0,10,37,360
342,1,5,18,105,551
343,1,5,24,98,179
344,1,0,12,81,288
345,0,3,9,10,469
346,1,2,7,102,61
347,0,4,21,20,159
348,0,1,6,18,604
349,1,3,8,41,490
350,0,4,13,57,427
351,0,1,21,52,392
352,1,4,8,51,122
353,1,0,7,46,419
354,0,1,4,101,602
355,1,2,4,5,182
356,1,5,8,52,572
357,1,1,19,68,406
358,0,5,23,48,126
359,0,0,18,19,241
360,0,4,7,60,549
361,1,5,2,60,277
362,1,3,25,4,379
363,0,4,6,85,303
364,0,5,14,117,618
365,1,2,14,66,378
366,0,2,16,1,321
367,1,4,24,77,451
368,1,1,11,9,78
369,1,1,14,93,435
370,1,4,1,78,90
371,0,4,13,19,411
372,1,2,15,64,389
373,1,1,19,75,374
374,1,0,2,65,554
375,1,2,1,64,214
376,0,2,9,115,544
377,0,5,5,12,236
378,0,0,12,123,454
379,1,5,24,110,247
380,0,3,6,105,400
381,0,1,7,21,375
382,1,4,8,116,428
383,1,5,17,30,409
384,0,1,15,49,192
385,1,4,5,100,289
386,1,2,10,96,390
387,0,1,22,71,500
388,0,1,13,59,210
389,1,0,9,116,38
390,0,2,13,32,65
391,0,5,16,15,597
392,1,2,22,35,142
393,0,1,22,12,444
394,0,5,8,90,110
395,0,0,0,125,172
396,0,5,16,110,390
397,0,5,8,31,318
398,1,4,1,70,39
399,0,2,3,20,1
400,0,4,23,114,312
401,0,1,19,42,7
402,1,0,1,35,345
403,0,4,25,73,103
404,0,4,17,22,221
405,1,1,15,47,146
406,1,5,9,39,413
407,0,1,25,103,39
408,0,1,25,72,605
409,0,4,10,25,519
410,1,3,19,108,91
411,0,1,12,96,356
412,0,1,4,106,26
413,1,4,17,92,362
414,1,1,0,9,458
415,0,3,2,95,121
416,1,3,19,87,27
417,1,5,8,123,21
418,1,2,0,61,309
419,1,5,16,72,289
420,1,3,7,20,73
421,1,4,9,86,520
422,1,5,1,88,449
423,1,2,1,38,309
424,1,4,14,76,236
425,1,0,9,70,206
426,1,5,24,95,401
427,0,1,13,121,257
428,1,3,9,17,549
429,0,0,11,48,228
430,1,1,13,21,98
431,1,5,16,77,467
432,0,2,16,4,406
433,1,0,25,123,77
434,0,4,10,121,0
435,0,2,1,73,319
436,1,0,1,40,122
437,1,5,0,118,228
438,1,2,0,86,389
439,1,1,7,114,410
440,0,2,2,28,353
441,0,4,1,20,486
442,0,3,2,55,303
443,0,5,20,71,218
444,0,1,5,98,205
445,1,4,13,82,438
446,1,4,6,123,61
447,1,0,17,92,602
448,0,1,11,76,563
449,0,5,9,78,454
450,1,5,20,10,469
451,1,0,10,78,453
452,0,5,24,11,337
453,1,1,13,0,200
454,0,4,19,29,500
455,0,0,21,81,273
456,0,0,1,121,399
457,0,2,5,34,494
458,0,4,14,78,541
459,1,5,17,105,128
460,1,2,24,81,613
461,1,3,9,41,521
462,0,1,25,24,517
463,0,0,7,14,301
464,0,0,6,49,80
465,1,1,15,27,294
466,0,1,19,74,614
467,1,2,25,46,308
468,0,4,7,71,348
469,0,5,25,78,216
470,0,3,0,5,486
471,1,1,19,61,474
472,0,4,7,9,402
473,1,1,8,10,18
474,0,1,19,24,119
475,1,4,7,114,17
476,0,2,18,91,123
477,0,5,13,48,505
478,0,1,16,121,558
479,0,0,6,60,29
480,1,1,7,34,108
481,1,2,21,71,260
482,0,3,2,117,469
483,0,2,4,53,151
484,1,4,16,49,11
485,0,3,10,115,346
486,0,3,2,19,463
487,0,2,5,94,531
488,1,0,15,3,584
489,1,3,5,75,44
490,1,3,12,112,348
491,0,5,0,4,541
492,1,5,4,28,489
493,0,5,9,98,59
494,0,5,11,67,541
495,1,0,12,47,29
496,1,3,17,64,33
497,1,3,4,107,492
498,0,4,21,27,188
499,1,0,5,44,3
500,1,3,15,37,510
501,0,1,11,82,471
502,1,5,19,0,433
503,1,3,24,90,40
504,0,1,12,17,328
505,0,2,2,40,238
506,1,0,21,34,181
507,0,3,20,7,326
508,0,0,8,90,383
509,0,2,0,81,119
510,1,0,18,105,132
511,1,2,14,76,498
512,1,5,24,102,150
513,1,1,20,59,484
514,1,2,23,31,96
515,1,1,19,120,169
516,1,1,0,89,82
517,1,4,6,6,582
518,1,0,25,68,287
519,1,4,18,119,540
520,0,0,16,95,616
521,0,4,11,5,305
522,0,1,3,18,25
523,0,5,1,106,387
524,1,0,19,49,481
525,0,4,18,60,191
526,1,3,21,76,356
527,1,1,0,79,623
528,1,1,5,80,452
529,1,2,3,77,363
530,1,2,23,68,135
531,0,0,11,87,505
532,1,1,7,123,460
533,0,5,11,75,259
534,1,1,20,35,518
535,0,5,7,3,171
536,0,4,15,41,250
537,0,1,16,123,397
538,0,2,16,47,317
539,0,5,22,47,119
540,1,5,20,5,491
541,1,1,18,98,458
542,0,4,19,115,439
543,1,3,23,57,233
544,0,2,15,49,53
545,1,4,11,28,303
546,0,2,12,83,463
547,0,4,9,117,347
548,1,4,12,113,13
549,1,1,14,106,428
550,1,3,6,80,341
551,0,5,21,89,363
552,1,2,24,119,169
553,1,5,9,50,376
554,1,1,5,93,115
555,0,0,15,105,301
556,1,4,5,81,145
557,1,3,14,12,470
558,1,2,2,125,382
559,0,0,6,34,225
560,1,1,1,36,325
561,1,5,0,81,507
562,1,4,8,69,81
563,0,0,15,120,345
564,0,3,16,100,482
565,1,2,16,109,322
566,1,2,11,114,144
567,0,1,10,56,495
568,0,5,13,82,295
569,0,4,24,88,281
570,0,0,18,64,2
571,0,4,23,1,372
572,1,0,1,74,50
573,0,5,8,35,118
574,0,3,0,23,459
575,0,1,14,73,522
576,1,1,13,84,211
577,0,1,3,16,288
578,1,1,18,35,380
579,1,1,22,27,319
580,1,4,9,98,272
581,1,4,9,23,383
582,0,2,25,76,485
583,0,0,4,16,604
584,1,2,9,65,102
585,1,1,25,73,43
586,1,4,1,122,339
587,1,4,6,54,574
588,0,2,21,88,577
589,0,3,6,10,63
590,0,5,23,0,191
591,0,2,6,40,587
592,0,5,11,83,134
593,1,5,20,55,194
594,1,2,11,14,585
595,1,4,7,32,302
596,1,0,8,95,499
597,0,4,8,116,574
598,1,0,0,37,32
599,0,5,1,87,261
600,0,4,15,100,563
601,0,2,15,50,479
602,1,5,25,10,223
603,0,0,14,73,165
604,0,1,1,50,201
605,0,3,5,64,377
606,0,2,25,123,285
607,1,1,14,24,331
608,1,2,18,93,550
609,1,4,25,50,405
610,0,1,0,83,320
611,0,4,24,113,8
612,0,2,18,88,180
613,0,0,24,75,483
614,1,1,25,113,75
615,0,3,7,95,22
616,1,5,14,78,94
617,0,4,2,118,80
618,1,5,21,100,471
619,1,1,5,52,127
620,0,0,8,20,125
621,0,2,20,104,612
622,0,3,18,70,602
623,0,5,6,65,79
624,0,2,8,86,562
625,0,0,21,40,120
626,0,4,24,39,542
627,0,5,3,60,123
628,0,0,16,103,594
629,1,1,24,25,151
630,0,5,0,115,424
631,0,5,5,52,273
632,1,1,15,11,170
633,1,5,5,39,462
634,0,3,3,19,326
635,0,1,1,74,114
636,0,1,5,109,158
637,0,0,0,54,43
638,0,0,13,109,87
639,0,3,20,78,550
640,1,3,5,76,366
641,0,3,4,94,371
642,0,0,9,2,620
643,0,0,0,0,167
644,0,5,14,7,8
645,0,0,8,10,500
646,1,2,25,108,186
647,0,0,8,26,560
648,1,2,15,125,610
649,0,2,14,49,186
650,0,5,7,78,439
651,1,3,23,64,75
652,0,1,16,55,410
653,1,4,13,111,405
654,0,5,0,44,527
655,1,2,6,68,531
656,0,1,20,86,292
657,0,2,22,88,532
658,0,5,12,33,16
659,0,4,25,4,300
660,0,2,3,28,510
661,1,4,15,46,621
662,0,0,25,65,134
663,1,4,13,31,614
664,0,4,23,103,136
665,1,0,5,121,602
666,1,0,20,105,529
667,1,5,2,7,257
668,1,1,4,86,193
669,1,2,7,33,117
670,0,4,21,118,570
671,0,1,6,58,200
672,0,2,1,91,98
673,1,3,6,118,354
674,0,5,1,122,136
675,1,2,23,100,487
676,0,0,6,75,233
677,0,5,25,84,54
678,0,3,25,32,418
679,0,4,13,73,472
680,1,5,10,108,423
681,0,4,1,34,215
682,1,5,7,33,341
683,1,5,19,114,198
684,0,0,0,57,302
685,0,5,4,97,401
686,1,1,23,111,265
687,0,1,6,97,421
688,0,3,20,117,318
689,0,4,18,23,45
690,1,1,10,18,501
691,0,3,20,6,301
692,1,5,20,20,498
693,0,1,18,85,449
694,0,4,23,108,555
695,1,5,2,74,101
696,1,0,23,124,212
697,0,0,12,89,270
698,1,4,9,29,625
699,1,5,12,123,563
700,0,2,9,21,207
701,1,3,8,22,552
702,0,4,3,78,541
703,1,5,8,10,450
704,0,5,17,14,145
705,0,3,24,63,69
706,1,5,14,24,461
707,0,4,17,86,84
708,1,2,6,10,620
709,0,4,19,97,423
710,1,0,0,90,275
711,0,2,22,55,138
712,1,2,5,76,4
713,1,2,9,50,358
714,0,2,18,49,559
715,0,3,15,69,157
716,1,3,16,69,80
717,0,1,13,85,461
718,1,3,5,94,566
719,0,2,6,69,187
720,0,3,0,11,384
721,1,0,23,39,228
722,1,5,1,125,23
723,1,0,20,28,86
724,1,0,3,114,128
725,1,4,18,22,16
726,1,4,2,120,107
727,1,2,7,113,248
728,0,2,20,63,586
729,1,2,4,97,36
730,0,4,12,13,248
731,1,4,4,105,425
732,1,3,7,96,581
733,1,2,2,71,87
734,1,5,24,103,71
735,0,5,18,47,416
736,0,3,4,57,433
737,0,2,14,40,432
738,0,0,12,20,101
739,0,3,9,13,290
740,1,0,3,89,395
741,0,2,12,11,508
742,1,3,3,71,477
743,1,4,9,123,156
744,0,4,6,99,200
745,0,5,25,11,464
746,1,0,23,38,412
747,1,0,16,25,467
748,1,1,14,108,318
749,0,1,4,7,104
750,0,2,11,9,129
751,0,3,13,121,195
752,0,4,0,33,586
753,0,2,25,22,348
754,0,5,16,110,174
755,0,1,8,104,499
756,1,5,13,59,442
757,0,0,12,69,562
758,0,4,15,54,150
759,1,0,6,9,537
760,0,2,23,67,130
761,0,2,17,96,423
762,0,0,3,83,485
763,1,3,25,3,87
764,0,5,24,54,282
765,1,4,4,120,414
766,0,5,19,88,624
767,1,3,10,116,493
768,1,3,20,94,275
769,0,0,24,23,175
770,1,4,2,83,608
771,1,4,10,6,488
772,0,5,14,67,326
773,1,0,18,104,498
774,1,3,5,108,449
775,1,5,10,119,494
776,1,3,23,95,207
777,0,2,5,64,615
778,0,5,19,15,400
779,1,4,17,19,80
780,0,1,6,104,235
781,1,3,9,36,198
782,0,4,6,28,313
783,1,1,3,104,209
784,1,0,1,89,129
785,1,5,15,114,385
786,1,2,8,48,419
787,0,0,5,17,367
788,1,3,13,125,597
789,1,4,4,89,10
790,0,1,22,29,600
791,0,3,16,47,473
792,0,2,14,19,471
793,1,0,14,122,507
794,1,0,5,11,471
795,1,5,10,89,385
796,1,3,0,82,293
797,0,3,14,32,452
798,0,5,7,52,330
799,1,4,19,121,47
800,1,1,17,39,262
801,1,0,7,125,333
802,0,2,19,0,147
803,1,0,15,99,57
804,1,0,22,95,477
805,0,5,22,9,539
806,0,1,21,65,464
807,0,0,20,117,571
808,0,2,25,8,83
809,0,1,17,24,297
810,1,5,21,111,12
811,0,0,6,119,564
812,1,5,18,79,271
813,1,3,18,98,321
814,1,4,12,18,145
815,0,0,6,91,582
816,0,4,6,121,52
817,1,5,0,86,320
818,1,3,12,25,488
819,1,2,7,64,325
820,1,2,16,69,502
821,0,4,18,22,248
822,1,0,8,17,448
823,1,4,10,27,334
824,0,5,24,28,592
825,0,1,7,12,205
826,0,2,18,64,94
827,0,1,12,74,171
828,1,2,1,85,272
829,1,2,5,80,224
830,0,0,10,14,269
831,0,1,20,113,567
832,1,5,3,14,456
833,0,0,8,20,264
834,0,2,7,72,553
835,0,0,22,12,437
836,1,2,21,101,588
837,0,5,7,92,14
838,1,1,21,91,431
839,1,5,2,77,84
840,0,2,18,101,324
841,1,2,17,19,8
842,1,4,21,115,301
843,1,1,14,99,542
844,1,0,8,8,106
845,1,1,6,85,383
846,0,1,8,8,353
847,1,2,13,101,488
848,0,2,20,39,107
849,0,2,6,2,61
850,0,4,16,117,381
851,0,2,23,71,330
852,1,1,12,125,410
853,0,4,18,69,340
854,0,4,20,74,265
855,1,5,18,116,198
856,0,0,17,111,293
857,0,2,12,98,62
858,0,1,25,49,430
859,0,0,15,46,54
860,1,0,4,105,96
861,0,0,11,63,540
862,1,4,23,2,501
863,1,1,23,64,176
864,1,3,23,102,423
865,0,4,16,1,381
866,1,4,4,7,275
867,1,2,21,43,567
868,0,4,12,67,93
869,0,5,17,83,247
870,1,2,7,70,274
871,0,5,6,100,455
872,0,3,15,57,606
873,0,2,12,110,601
874,0,3,1,111,351
875,1,4,6,8,366
876,0,0,1,28,287
877,0,2,25,78,396
878,0,2,24,38,205
879,0,3,6,118,392
880,1,5,18,36,566
881,0,4,13,41,396
882,0,5,22,37,387
883,1,3,23,2,409
884,0,0,9,35,29
885,0,0,11,87,596
886,0,5,19,94,41
887,1,4,8,38,590
888,0,2,7,29,214
889,1,5,16,14,194
890,0,4,25,34,312
891,1,1,25,1,156
892,1,4,16,43,50
893,1,0,13,47,268
894,0,4,12,43,562
895,0,1,17,76,289
896,0,0,5,78,304
897,1,1,13,110,573
898,0,3,19,95,525
899,0,4,4,97,85
900,0,4,4,103,360
901,0,2,13,77,485
902,1,4,16,38,338
903,1,0,17,17,605
904,1,1,16,121,462
905,1,3,7,124,54
906,0,0,18,70,9
907,0,1,11,49,507
908,0,0,5,80,486
909,0,3,3,84,302
910,0,2,7,91,528
911,0,2,5,2,615
912,0,5,6,10,431
913,1,5,6,39,472
914,1,1,15,83,323
915,0,2,6,1,86
916,1,0,11,37,481
917,1,2,17,102,581
918,0,3,22,62,277
919,0,3,13,37,605
920,0,4,7,33,486
921,1,2,8,32,51
922,1,0,16,101,395
923,1,1,21,54,607
924,0,2,19,46,251
925,1,2,24,37,195
926,1,1,1,124,312
927,0,5,19,99,158
928,0,2,9,81,376
929,1,1,15,8,93
930,0,1,12,62,7
931,0,1,14,100,625
932,1,0,7,94,510
933,0,5,6,30,219
934,1,3,13,102,478
935,1,4,8,44,142
936,1,2,11,118,323
937,0,1,1,15,84
938,1,0,4,3,256
939,1,2,15,75,200
940,0,4,22,87,284
941,0,3,23,85,191
942,1,2,14,20,147
943,0,2,8,83,529
944,0,1,17,83,173
945,1,3,21,13,49
946,1,3,17,92,442
947,0,0,1,28,503
948,1,2,18,33,447
949,0,2,25,101,223
950,1,1,25,108,372
951,0,5,0,21,16
952,1,4,14,85,542
953,1,2,22,66,107
954,0,4,17,27,140
955,0,1,4,69,101
956,1,0,23,123,542
957,0,3,3,56,333
958,0,4,15,16,220
959,0,2,18,103,580
960,1,1,23,71,429
961,1,4,24,34,187
962,1,3,16,108,450
963,0,4,0,79,462
964,1,3,16,66,358
965,0,0,11,110,498
966,0,4,4,58,325
967,1,2,5,107,505
968,1,1,15,66,198
969,1,5,19,19,1
970,0,2,18,51,552
971,0,2,12,109,496
972,1,2,5,11,453
973,1,5,1,50,284
974,1,2,5,109,338
975,1,3,6,90,102
976,1,4,13,61,173
977,1,2,20,68,385
978,0,1,15,57,219
979,0,1,11,85,470
980,0,4,13,71,200
981,0,0,1,112,77
982,0,4,0,113,52
983,0,4,9,79,119
984,1,4,12,13,178
985,1,1,1,35,256
986,1,5,12,25,469
987,0,0,21,95,454
988,0,1,7,89,107
989,0,5,12,121,213
990,0,0,23,27,466
991,0,0,5,90,82
992,0,3,20,58,68
993,0,2,16,64,110
994,0,3,24,0,588
995,0,4,13,47,444
996,0,2,18,47,477
997,1,1,15,8,427
998,0,5,2,106,235
999,1,2,7,56,11
